iter	Logloss
298	0.3587982691
299	0.3586118143
300	0.3585237799
301	0.3583643926
302	0.3582289009
303	0.3582217772
304	0.3582025608
305	0.358063115
306	0.3578970234
307	0.3576780074
308	0.3575672347
309	0.3572532401
310	0.3571721632
311	0.3571027915
312	0.3569078711
313	0.3568110148
314	0.356604017
315	0.3564468804
316	0.3563592031
317	0.3560234258
318	0.355840233
319	0.3558331994
320	0.3556963677
321	0.3556285871
322	0.355493776
323	0.3552750553
324	0.3551553429
325	0.354965639
326	0.3548436019
327	0.3547536348
328	0.354638905
329	0.3544849362
330	0.3544063745
331	0.3542748142
332	0.3542398214
333	0.354093114
334	0.3539527144
335	0.3538286086
336	0.35352305
337	0.3534102378
338	0.353187751
339	0.3531228194
340	0.3530270489
341	0.3528909865
342	0.3528030793
343	0.3526595194
344	0.352485451
345	0.3524207417
346	0.3521902791
347	0.3521747342
348	0.3520683175
349	0.3519703591
350	0.3518647796
351	0.3517212017
352	0.3517038593
353	0.3515464188
354	0.3514725817
355	0.3512960714
356	0.3511521052
357	0.3510550664
358	0.3508984168
359	0.3508482929
360	0.3507659492
361	0.3505483633
362	0.3504214506
363	0.3502003801
364	0.3500959307
365	0.3499888039
366	0.3497298318
367	0.34967317
368	0.3496142476
369	0.3494948062
370	0.3494430754
371	0.3492203919
372	0.34917941
373	0.3491756985
374	0.3490406905
375	0.3489150736
376	0.3488761649
377	0.3487891582
378	0.3487121051
379	0.3486947495
380	0.3486253362
381	0.3484382259
382	0.348203574
383	0.348041623
384	0.3479102649
385	0.3477312482
386	0.3475198715
387	0.3473615403
388	0.3472958376
389	0.3471773412
390	0.3470834197
391	0.3469805701
392	0.3466854858
393	0.3464163352
394	0.3463136896
395	0.3462789422
396	0.3461736945
397	0.3461565958
398	0.3459416996
399	0.3458809918
400	0.3457542715
401	0.3456798355
402	0.3455500037
403	0.3453287376
404	0.3450956473
405	0.3449419318
406	0.3447508964
407	0.3446001696
408	0.3443753631
409	0.3442195159
410	0.3442121543
411	0.3440716224
412	0.3439810011
413	0.3437278967
414	0.3436157649
415	0.3435201196
416	0.3434201907
417	0.3433940507
418	0.3432378771
419	0.3431208857
420	0.3430160551
421	0.3429530753
422	0.3427456914
423	0.3426344445
424	0.3426294667
425	0.3426015693
426	0.342517599
427	0.3424257169
428	0.3424101333
429	0.3422463363
430	0.3421534359
431	0.3420255837
432	0.3419964045
433	0.341909059
434	0.341693586
435	0.3415176637
436	0.3414487116
437	0.3413367149
438	0.3411554247
439	0.3409445844
440	0.3409431944
441	0.3406508076
442	0.3404914868
443	0.3402262776
444	0.3400737416
445	0.3400404883
446	0.3399299813
447	0.3397765902
448	0.3397290994
449	0.3394674908
450	0.3394253797
451	0.3393092577
452	0.3392922308
453	0.3392896048
454	0.3391561343
455	0.3390635729
456	0.3390301119
457	0.3389345581
458	0.3388005579
459	0.3387013474
460	0.3385393511
461	0.338439295
462	0.338323743
463	0.3381166794
464	0.3379417103
465	0.3378112996
466	0.3376468174
467	0.3376190945
468	0.337562196
469	0.3373620898
470	0.3372495769
471	0.3371061011
472	0.3368433986
473	0.3367040504
474	0.3366433478
475	0.3365126741
476	0.3363648473
477	0.3362851477
478	0.3361515692
479	0.3359746246
480	0.3358718607
481	0.3357903297
482	0.3357520912
483	0.3356165687
484	0.3354870459
485	0.3352044961
486	0.3352041629
487	0.3351551883
488	0.335145128
489	0.3351004487
490	0.3350907599
491	0.3349669137
492	0.3349239802
493	0.334850746
494	0.3346636945
495	0.3344639272
496	0.3343617744
497	0.334216936
498	0.3342165956
499	0.3339449215
500	0.3338939642
501	0.333780469
502	0.3337789726
503	0.3336172177
504	0.3334606474
505	0.3334033914
506	0.3333259801
507	0.3332339949
508	0.3331329022
509	0.333103099
510	0.3329815622
511	0.3328285475
512	0.3328002147
513	0.3327236927
514	0.3326264408
515	0.3325073508
516	0.3324823926
517	0.332300985
518	0.3322090977
519	0.3321452402
520	0.3320910744
521	0.3320338893
522	0.3318304642
523	0.3317339183
524	0.3315153001
525	0.331501855
526	0.331486074
527	0.3314702125
528	0.3313671494
529	0.3312053455
530	0.3311171287
531	0.3310862967
532	0.3310526942
533	0.3308824344
534	0.3307970185
535	0.330653741
536	0.3305359283
537	0.3304836396
538	0.3304314548
539	0.3303091036
540	0.3302043526
541	0.3301638315
542	0.3301343823
543	0.3299043288
544	0.3297231848
545	0.329489432
546	0.3293901212
547	0.3293239173
548	0.3293115338
549	0.329114341
550	0.3289663742
551	0.3289199704
552	0.3285888585
553	0.3283983573
554	0.3282835695
555	0.3282717543
556	0.3282624431
557	0.3280583884
558	0.3279595241
559	0.3278527059
560	0.3278163708
561	0.3277568223
562	0.3276719889
563	0.3276272243
564	0.3275184089
565	0.3274098889
566	0.3273243859
567	0.3271759641
568	0.327064583
569	0.3269533073
570	0.3267736767
571	0.3266323524
572	0.326569979
573	0.3265448546
574	0.326344535
575	0.3262833188
576	0.3261746389
577	0.3260562663
578	0.3259287494
579	0.325887863
580	0.3258180129
581	0.3257768837
582	0.3257177202
583	0.3256076137
584	0.3255414646
585	0.3253968495
586	0.3252756108
587	0.3252274829
588	0.3251674287
589	0.3249003847
590	0.3248990546
591	0.3248600498
592	0.3248429627
593	0.3247534782
594	0.3246137703
595	0.3244663657
596	0.3244489171
597	0.3243304656
598	0.3240303721
599	0.3239560615
600	0.3239315961
601	0.3238669015
602	0.3237242422
603	0.3236507119
604	0.3234895991
605	0.3232987114
606	0.323227705
607	0.3231752361
608	0.3231112295
609	0.3228679698
610	0.3227525764
611	0.3225998686
612	0.322535769
613	0.322485265
614	0.3223651425
615	0.322329001
616	0.3221592107
617	0.3221216934
618	0.3219213148
619	0.3217054713
620	0.3216128695
621	0.3214498786
622	0.3213934008
623	0.321362286
624	0.3212479485
625	0.3212075863
626	0.3210995081
627	0.3209785305
628	0.3209624784
629	0.3207891256
630	0.3206893837
631	0.3206849222
632	0.3206488377
633	0.3206184328
634	0.3204748342
635	0.3204115764
636	0.3203609954
637	0.3202727758
638	0.3201063554
639	0.3199768354
640	0.3199473485
641	0.3198118061
642	0.319714292
643	0.3195975068
644	0.3193381733
645	0.3193043658
646	0.3191920642
647	0.3190865833
648	0.3189848119
649	0.3188301405
650	0.3187660406
651	0.3187017371
652	0.3186003379
653	0.3184931505
654	0.3184477493
655	0.3184330302
656	0.3182340054
657	0.3180350753
658	0.317926397
659	0.3178914128
660	0.3177409794
661	0.3176859796
662	0.317621324
663	0.3174760538
664	0.3173166389
665	0.3172640607
666	0.3170271738
667	0.3169622388
668	0.3167629833
669	0.3165743888
670	0.3164031761
671	0.3161986086
672	0.3161658944
673	0.3160990432
674	0.3160760053
675	0.31601261
676	0.3158716357
677	0.3158383471
678	0.3157362065
679	0.3156997998
680	0.3155880066
681	0.3154937281
682	0.3153051655
683	0.3152534947
684	0.3151580219
685	0.315003356
686	0.3149791239
687	0.3148503188
688	0.3147628811
689	0.3145255739
690	0.3143655029
691	0.314194219
692	0.3141634943
693	0.314034954
694	0.3137478786
695	0.3135884504
696	0.3133477044
697	0.3132462549
698	0.3129968316
699	0.3129268393
700	0.3127357095
701	0.3126648094
702	0.3125381552
703	0.3124838
704	0.3123910367
705	0.3123425533
706	0.3121794367
707	0.3120633334
708	0.3119441009
709	0.3117908596
710	0.3117287998
711	0.3116279309
712	0.3115537229
713	0.3113998774
714	0.3112842412
715	0.311165457
716	0.3110353088
717	0.3109747387
718	0.3107678791
719	0.3107206861
720	0.3106633743
721	0.3106124457
722	0.3105537561
723	0.3104951157
724	0.3103703287
725	0.3101962198
726	0.3100198967
727	0.3099080769
728	0.3098575782
729	0.3096337686
730	0.3094605018
731	0.3093612436
732	0.3091788873
733	0.3090242502
734	0.3089522777
735	0.308886438
736	0.3088530868
737	0.3088253687
738	0.3086204311
739	0.3085628953
740	0.3085179997
741	0.3083819354
742	0.3082289106
743	0.3081636135
744	0.308074493
745	0.3079459718
746	0.3079326135
747	0.3078861529
748	0.3077924173
749	0.3075511418
750	0.3074561725
751	0.307418941
752	0.3072903208
753	0.3072783706
754	0.307219689
755	0.3070275212
756	0.3068834965
757	0.3067941509
758	0.3065559285
759	0.3063546973
760	0.3063243402
761	0.3062716543
762	0.3062219868
763	0.3062016491
764	0.306083839
765	0.3059829016
766	0.3059249736
767	0.305920409
768	0.3057202606
769	0.3056529075
770	0.3056236731
771	0.3056143225
772	0.3053470238
773	0.3053118744
774	0.3051876907
775	0.3051524133
776	0.3050987775
777	0.3050500886
778	0.3049238431
779	0.3048397802
780	0.3047505243
781	0.3046591346
782	0.304577598
783	0.3044862415
784	0.3042819871
785	0.3041763503
786	0.3041482998
787	0.3040085799
788	0.3038648264
789	0.3038348758
790	0.303731824
791	0.3037052355
792	0.3036581906
793	0.3035799708
794	0.3035031116
795	0.3034382981
796	0.3033672734
797	0.3032741427
798	0.3031110331
799	0.3029323588
800	0.3028711339
801	0.3027295268
802	0.3025937539
803	0.3025058985
804	0.3024160546
805	0.3021787075
806	0.3021119329
807	0.3019916739
808	0.3018974275
809	0.3017293642
810	0.3016308551
811	0.3015601566
812	0.3015192469
813	0.301412909
814	0.3012491285
815	0.3011695907
816	0.3010906586
817	0.3010032958
818	0.3009583044
819	0.3007915598
820	0.3007272376
821	0.3006462699
822	0.300600012
823	0.300545949
824	0.3005424271
825	0.3004211386
826	0.3003480383
827	0.3002459905
828	0.3001958296
829	0.3001671298
830	0.3001645651
831	0.3001134105
832	0.3000494957
833	0.2999363286
834	0.2997054213
835	0.2996442857
836	0.2995973603
837	0.2995513185
838	0.2994399615
839	0.2993534808
840	0.2993000099
841	0.2991722497
842	0.2990066035
843	0.2989605393
844	0.2989115183
845	0.2988378445
846	0.2986610756
847	0.2986051002
848	0.2985111699
849	0.2983602594
850	0.2981992832
851	0.2981301883
852	0.2980880939
853	0.297987234
854	0.2978917685
855	0.2977639725
856	0.2976082507
857	0.2975088388
858	0.2974442328
859	0.2972975109
860	0.2972056126
861	0.2971509691
862	0.2970978463
863	0.2969908233
864	0.2969165497
865	0.2968290835
866	0.2967277851
867	0.2966264566
868	0.2965037447
869	0.2963835027
870	0.2963273184
871	0.296151025
872	0.2961124705
873	0.295929859
874	0.2958616628
875	0.2957834725
876	0.2957802809
877	0.2957129865
878	0.2956253088
879	0.2954753078
880	0.2953506147
881	0.2953190192
882	0.295244166
883	0.2950986009
884	0.2950108244
885	0.294979607
886	0.2949297968
887	0.2947076025
888	0.2946270663
889	0.2945801767
890	0.2945222864
891	0.2944445802
892	0.294275646
893	0.2942131332
894	0.2941149861
895	0.294071613
896	0.2940122939
897	0.2939891631
898	0.2938857001
899	0.2937878632
900	0.2937598556
901	0.293674192
902	0.2935449916
903	0.293503923
904	0.2934334878
905	0.2932926602
906	0.2932552752
907	0.2930626693
908	0.293011966
909	0.2927910745
910	0.292552141
911	0.2924328212
912	0.292381134
913	0.292292191
914	0.2922217583
915	0.2920957783
916	0.291858348
917	0.2918475277
918	0.2917007997
919	0.2916372637
920	0.2915592159
921	0.2915118206
922	0.2914227574
923	0.2913604209
924	0.291197727
925	0.291146973
926	0.2910852289
927	0.2909957138
928	0.2907499907
929	0.2905596626
930	0.2905093604
931	0.2904412967
932	0.2903395063
933	0.2902475287
934	0.2901442533
935	0.2899408337
936	0.2898740121
937	0.2897705115
938	0.2896332221
939	0.2895693894
940	0.289511906
941	0.2893507671
942	0.2891719265
943	0.289120813
944	0.288956345
945	0.2888843923
946	0.2887058178
947	0.2885213854
948	0.2883859183
949	0.2883415767
950	0.2882647523
951	0.2881959972
952	0.2881606882
953	0.2881010477
954	0.2879294316
955	0.2878753625
956	0.2878188172
957	0.2877376231
958	0.2876836245
959	0.2876522275
960	0.2875629486
961	0.2874397889
962	0.2873902889
963	0.2872373263
964	0.2872108614
965	0.2871910116
966	0.2871474078
967	0.2870380664
968	0.2869990244
969	0.2868770559
970	0.2868311915
971	0.2867674676
972	0.2867292267
973	0.2865474585
974	0.2864219806
975	0.2863628064
976	0.2863023408
977	0.2862571878
978	0.2862100094
979	0.2861654453
980	0.2860512863
981	0.2859479991
982	0.2859177368
983	0.2858614722
984	0.2856993587
985	0.2854728185
986	0.2854180452
987	0.2853725883
988	0.2852160724
989	0.2849904409
990	0.2849461541
991	0.2848923751
992	0.284735043
993	0.2845885135
994	0.2845116914
995	0.2844480047
996	0.2843422475
997	0.2842504076
998	0.2840333534
999	0.2839856335
